phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,content/skills/025-kujo-language-implementation.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,200,Kujo Language Implementation — Kujo Agent Skill | Kujolang.ai,61,"Use this skill when contributing to Kujo's Rust implementation: lexer, parser, AST, diagnostics, compiler, VM, interpreter, module loader, native functions, CLI, LSP, DocGen, JIT, or runtime security boundaries.",211,Kujo Language Implementation,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Language Implementation > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,187,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,1cc4e03f45711a36de3793a2e672c1ba0f49b8cb7c29e6351997d4c49c629893,
after,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,content/skills/026-kujo-lens-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,200,Kujo Lens — Kujo Agent Skill | Kujolang.ai,42,"Use this skill when setting up, running, interpreting, or maintaining Lens deterministic browser and visual QA workflows: `lens check`, `lens inspect`, `lens flow`, `.lens.toml`, `.lens/runs/`, `lens-report.json`, Agent Repair Briefs, screenshots, accessibility checks, link checks, visual baselines, CI action wiring, RunLedger/Howl output, or Lens source/test changes.",370,Kujo Lens,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Lens > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,239,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,b67cb9e64ecc2ec6660c16c1ca32b59df57db74a6e4195882fa30ef0f551e03e,
after,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,content/skills/027-kujo-loop-engineering-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,200,Kujo Loop Engineering — Kujo Agent Skill | Kujolang.ai,54,"Use this skill when an agent should work through a bounded engineering task in an arbitrary repository with the Kujo loop-engineering harness: repo-local `.loop-engineering/` initialization, Markdown checklist classification, scoped local fixes only, deterministic eval gates, per-iteration evidence, structured external blockers, optional small commits/pushes, optional Strata handoff, and a fixed final summary contract.",422,Kujo Loop Engineering,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Loop Engineering > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,215,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,4330cd0939a3f861a8dda16106bc8b9aba5fc47e5fa114b94e3e7ecffca77e95,
after,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,content/skills/028-kujo-maintainer-review.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,200,Kujo Maintainer Review — Kujo Agent Skill | Kujolang.ai,55,"Use this skill when asked to review Kujo code, PRs, patches, examples, docs, CLI changes, native API changes, security boundaries, runtime parity work, or release-readiness changes like a strict Kujo maintainer.",211,Kujo Maintainer Review,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Maintainer Review > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,174,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,c5e1a134bea4ee13dfdd7a1160b63a2ef81b2c6ca32a69512104855b4933d6de,
after,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,content/skills/029-kujo-mcp-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,200,Kujo MCP — Kujo Agent Skill | Kujolang.ai,41,"Use this skill when generating, running, validating, deploying, or maintaining Kujo MCP servers and repo-specific MCP scaffolds: `mcp make`, `kujo run mcp.kujo --interpreter make`, `mcp-server.json`, MCP tool/resource registries, generated `.mcp/` outputs, `mcp.manifest.json`, repo profiles, MCP safety tiers, auth/host/request guardrails, endpoint tests, or MCP source/test changes.",384,Kujo MCP,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo MCP > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,275,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,9d90c1ff01226185e4619b1599673f5eb62bcffa4e7fca257e252d66d6fdc205,
after,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,content/skills/030-kujo-muzzle-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,200,Kujo Muzzle — Kujo Agent Skill | Kujolang.ai,44,"Use this skill when setting up, running, or reviewing Muzzle quiet workflows for AI-assisted development: `muzzle init`, `.muzzle/workflows/`, `.muzzle/manifests/`, `muzzle run`, `--json`, `--verbose`, `--dry-run`, workflow logs/reports, loop mode, or Muzzle safety and output-contract changes.",294,Kujo Muzzle,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Muzzle > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,218,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,a263a2e97de1350d45f34ed4ae3337e42cb372bdb82023e38acaf6934c561cee,
after,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,content/skills/031-kujo-packwrite-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,200,Kujo PackWrite — Kujo Agent Skill | Kujolang.ai,47,"Use this skill when generating, validating, reviewing, or maintaining PackWrite agent execution packs: `packwrite init`, `validate`, `prompt`, `config`, `doctor`, `packwrite.toml`, `MEGA_PROMPT.md`, generated `agent/` packs, model/provider setup, offline fake-response tests, or PackWrite CLI/source changes.",308,Kujo PackWrite,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo PackWrite > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,198,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,948931b3103b88537ae0d5f710d8896e27847f894853a5ba72b0f91285f29572,
after,https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,content/skills/032-kujo-patchbrief-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-patchbrief-workflows/,200,Kujo PatchBrief — Kujo Agent Skill | Kujolang.ai,48,"Use this skill when generating, consuming, validating, or maintaining PatchBrief structured git-diff briefs: `patchbrief.kujo`, `summarize`, `suggest-tests`, `handoff`, `--format json`, `--pretty`, implementation handoffs, reviewer notes, changed-file risk summaries, PatchBrief CLI/tests/source changes, or PatchBrief dogfood workflows.",337,Kujo PatchBrief,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo PatchBrief > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,201,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,c9def781af835f49db5aa64350f43178fb3e5a04eaf5d5e5911c1ec110e49b50,
after,https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,content/skills/033-kujo-rag-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-rag-workflows/,200,Kujo RAG — Kujo Agent Skill | Kujolang.ai,41,"Use this skill when setting up, running, extending, testing, or maintaining the Kujo RAG Starter Kit: `kujo run main.kujo --interpreter ingest|query|serve|demo|bootstrap`, local/offline RAG indexes, namespace isolation, parser/chunking/embedding/retrieval changes, API ingest/query endpoints, OpenAPI/SDK parity, release-evaluation gates, large-corpus benchmarks, index maintenance, bootstrap templates, or RAG security/operations docs.",436,Kujo RAG,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo RAG > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,237,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,bdc0b598fc6b866a14a32997a94ea7e18c6d76adf53d891db14c14871c51dffb,
after,https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,content/skills/034-kujo-readiness-auditor.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-readiness-auditor/,200,Kujo Readiness Auditor — Kujo Agent Skill | Kujolang.ai,55,"Use this skill when auditing Kujo repositories for recurring readiness posture, release preparedness, production gaps, evidence quality, or weekly/monthly readiness reports across ShipCheck, Fence, Eval, Concord, ChangeBucket, RunLedger, and Casefile outputs.",259,Kujo Readiness Auditor,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Readiness Auditor > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,217,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,621acb5fe75b98a03085cdaba4c18608b29ac717d7b364eb79f3de20b1ad1287,
after,https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,content/skills/035-kujo-redact-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-redact-workflows/,200,Kujo Redact — Kujo Agent Skill | Kujolang.ai,44,"Use this skill when scanning, sanitizing, verifying, packing, or maintaining Redact local deterministic anonymization workflows: `redact.kujo`, `scan`, `sanitize`, `verify`, `pack`, policy YAML files, `.redact/runs/` audit artifacts, leakage checks, unsafe originals, AI-stub boundaries, or Redact CLI/source/test changes.",322,Kujo Redact,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Redact > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,240,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,65f1c3e9e631638061e92c193d71a190d048506dc1965682cf7b059018893d20,
after,https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,content/skills/036-kujo-relay-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-relay-workflows/,200,Kujo Relay — Kujo Agent Skill | Kujolang.ai,43,"Use this skill when running, validating, inspecting, repairing, or maintaining Relay bounded agent mission workflows: `bin/relay`, `doctor`, `chat`, `models`, `agents`, `missions`, `runs`, fixture/live provider paths, PackWrite/RunLedger/ChangeBucket/Eval evidence, event bundles, tool-result bundles, run indexes, Watchdog route posture, or Relay source/docs changes.",368,Kujo Relay,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Relay > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,302,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,9616440f65678dd28e9877297e32460e20b89fa7f68a9d4d80fecfb3051f0ae3,
after,https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,content/skills/037-kujo-release-gate-runner.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-release-gate-runner/,200,Kujo Release Gate Runner — Kujo Agent Skill | Kujolang.ai,57,"Use this skill when running Kujo release gates, recurring release-readiness automation, pre-tag checks, blocker triage, or monthly gate evidence collection across ShipCheck, Eval, Fence, ChangeBucket, RunLedger, Casefile, DocGen gates, and Muzzle workflows.",257,Kujo Release Gate Runner,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Release Gate Runner > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,211,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,470531f0316d3d5acae7af27f9fa15317b79b3c18c11de12ec79dd3db93dd3bb,
after,https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,content/skills/038-kujo-runledger-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-runledger-workflows/,200,Kujo RunLedger — Kujo Agent Skill | Kujolang.ai,47,"Use this skill when recording, comparing, reporting, or maintaining RunLedger receipts for AI-agent build runs: `runledger start`, `finish`, `usage`, `cost`, `note`, `followup`, `list`, `show`, `compare`, `report`, `.runledger/` JSON files, run verdicts, token/cost capture, read-only git metadata receipts, RunLedger reports, or RunLedger CLI/tests/source changes.",365,Kujo RunLedger,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo RunLedger > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,212,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,5cc49fcabc785eaf6e532492a3584046302276655c87550750b087526bce75f8,
after,https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,content/skills/039-kujo-runtime-parity.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-runtime-parity/,200,Kujo Runtime Parity — Kujo Agent Skill | Kujolang.ai,52,"Use this skill when investigating VM versus interpreter behavior, deciding runtime flags, adding language/runtime surfaces, updating parity tests, or preventing accidental interpreter-default workflows.",202,Kujo Runtime Parity,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Runtime Parity > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,169,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,b36cbbccf902395daf2d4ef4b677e6b8b90eb951fa7f27fd8915c943a5db4df9,
after,https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,content/skills/040-kujo-scent-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-scent-workflows/,200,Kujo Scent — Kujo Agent Skill | Kujolang.ai,43,"Use this skill when creating, previewing, reviewing, or maintaining Scent context packs for agent handoff: `scent pack`, `--dry-run`, `--json`, `--budget`, `--target`, `--include`, `--exclude`, `--changed`, `--staged`, `--unstaged`, `.scent/` or generated pack artifacts, `context.md`, `context.json`, `manifest.json`, `files.json`, `redactions.json`, and Scent CLI/source/test changes.",386,Kujo Scent,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Scent > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,243,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,a15bd864f6029ab2d0b6c7c537a9fe72e9b91a806dd167f47408d85121abe495,
after,https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,content/skills/041-kujo-scout-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-scout-workflows/,200,Kujo Scout — Kujo Agent Skill | Kujolang.ai,43,"Use this skill when running, interpreting, extending, or maintaining Scout, the Kujo-native codebase intelligence tool: `kujo run scout.kujo`, repo context packs, `FILE_TREE.md`, `llms.txt`, `AGENTS.md`, `CHECKLIST.md`, `intelligence.json`, `scan_manifest.json`, security exports, baseline suppression, Kennel metadata, Scout fixtures, snapshots, or Scout regression scripts.",375,Kujo Scout,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Scout > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,214,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,5cb17fdd51887f039faa33726802c84f997d50aad65bd9f99c702ad9afe243a1,
after,https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,content/skills/042-kujo-searchbridge-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-searchbridge-workflows/,200,Kujo Searchbridge — Kujo Agent Skill | Kujolang.ai,50,"Use when running SearchBridge doctor, capability preflight, fixture providers, normalized evidence reads, or explicit ACT submission.",133,Kujo Searchbridge,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Searchbridge > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,136,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,077633c391be40643340678274986852aa189399baddf9b31b13e7c9ef8ae8f8,
after,https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,content/skills/043-kujo-security-hardening.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-security-hardening/,200,Kujo Security Hardening — Kujo Agent Skill | Kujolang.ai,56,"Use this skill when writing or reviewing Kujo scripts that touch files, processes, shell commands, network, databases, archives, HTML/static serving, AI provider egress, secrets, or untrusted input; it enforces Kujo's conservative native API security posture.",259,Kujo Security Hardening,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Security Hardening > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,197,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,7255fbaae1d11da66f684e4bfe97a4ed8c147e9580bca59580a2369746d7136a,
after,https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,content/skills/044-kujo-shipcheck-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-shipcheck-workflows/,200,Kujo ShipCheck — Kujo Agent Skill | Kujolang.ai,47,"Use this skill when running, reviewing, integrating, or maintaining ShipCheck release-readiness workflows for Kujo ecosystem repositories: `shipcheck.kujo`, `scan`, `checklist`, `gate`, `release-note`, `--format json`, CI release gates, markdown/json reports, release check catalogs, gate exit semantics, or ShipCheck CLI/source/test changes.",342,Kujo ShipCheck,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo ShipCheck > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,244,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,4fcc5823b401cc2a5f1d270c60934ed512d70d68dcf391c3cb0d5b28a3b7052e,
after,https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,content/skills/045-kujo-site-kit-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-site-kit-workflows/,200,Kujo SiteKit Repository — Kujo Agent Skill | Kujolang.ai,56,"Use this skill when building, validating, consuming, or maintaining SiteKit design-system artifacts in the `site-kit` repository: tokens, component schemas/templates/CSS, generated `dist/sitekit.css`, optional `dist/sitekit.js`, accessibility checks, browser smoke tests, launch checklist, or Workcell evidence.",311,Kujo SiteKit Repository,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo SiteKit Repository > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,229,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,bbd5d1aafce8984b0e6e3994c1650319b111af186c6cecb4aca57393d46aa25f,
after,https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,content/skills/046-kujo-sitekit-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-sitekit-workflows/,200,Kujo SiteKit — Kujo Agent Skill | Kujolang.ai,45,"Use this skill when building, validating, consuming, or maintaining SiteKit design-system artifacts: tokens, component schemas/templates/CSS, layout recipes, generated `dist/sitekit.css`, optional `dist/sitekit.js`, `DESIGN.md`, accessibility/semantic standards, examples, snapshots, smoke tests, or SiteKit source/docs changes.",328,Kujo SiteKit,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo SiteKit > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,259,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,76a64580fb4858cefb383bf15b312fafb2755e739a6c6058807f865b35962651,
after,https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,content/skills/047-kujo-siteprobe-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-siteprobe-workflows/,200,Kujo Siteprobe — Kujo Agent Skill | Kujolang.ai,47,"Use when running, validating, comparing, reporting, or integrating SiteProbe website-intelligence crawls and `.siteprobe` artifacts.",132,Kujo Siteprobe,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Siteprobe > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,134,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,2d87ee37a1b3705cc7808093b3d77dc785bca687bb0a6e0f41de0c6eb7cecc80,
after,https://kujolang.ai/ecosystem/skills/kujo-skill-auditor/,content/skills/048-kujo-skill-auditor.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-skill-auditor/,200,Kujo Skill Auditor — Kujo Agent Skill | Kujolang.ai,51,"Use this skill when reviewing, refreshing, or auditing the Kujo skills pack so each `skills/*/SKILL.md` file matches current Kujo tool behavior, commands, docs, tests, safety boundaries, and repo reality. Use for weekly skill maintenance, stale skill checks, trigger/index updates, or when Kujo tools changed and their agent skills may need synchronization.",357,Kujo Skill Auditor,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Skill Auditor > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,246,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,29465154b50825fa504a203be060b6db2650e5cc091c04e943fd1b1b0d74916e,
after,https://kujolang.ai/ecosystem/skills/kujo-spec-workflows/,content/skills/049-kujo-spec-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-spec-workflows/,200,Kujo Spec — Kujo Agent Skill | Kujolang.ai,42,"Use this skill when creating, validating, exporting, reviewing, or maintaining Kujo Spec task contracts: `.spec.yml`, `.spec.yaml`, `.spec.toml`, `.spec.json`, `spec init`, `validate`, `render`, `export`, `export-agent-context`, `export-eval`, `ci`, `list`, `search`, `status`, `template`, `graph`, safe-write/template-source policy, Spec schema changes, or Spec CLI/tests/source changes.",388,Kujo Spec,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Spec > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,200,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,c57ac40a60e5064003d73a8c7f38718354ca5712563e49aa906d4908bc8ab3a3,
after,https://kujolang.ai/ecosystem/skills/kujo-ssg-workflows/,content/skills/050-kujo-ssg-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-ssg-workflows/,200,Kujo SSG — Kujo Agent Skill | Kujolang.ai,41,"Use this skill when building, validating, configuring, testing, or maintaining the Kujo SSG static-site showcase: `build.kujo`, starter content, templates, assets, `kujo-ssg.yml`, feeds, sitemap, robots, `llms.txt`, generated `output/`, CLI flags, parallel shard builds, DocGen docs bridge, reusable docs starter, validation scripts, release gates, or `ssg` source/docs changes.",378,Kujo SSG,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo SSG > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,238,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,f56c8dad924d4626b1909fde2fb8241cf76fdb0a75d6ff6de5360b54fcc203e2,
after,https://kujolang.ai/ecosystem/skills/kujo-standard-library/,content/skills/051-kujo-standard-library.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-standard-library/,200,Kujo Standard Library — Kujo Agent Skill | Kujolang.ai,54,"Use this skill when using, adding, or reviewing Kujo native standard library functions, including arity, return types, capability gates, JSON conversion, filesystem, process, network, database, crypto, strings, arrays, dictionaries, rendering helpers, AI helpers, and collection helper behavior.",295,Kujo Standard Library,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Standard Library > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,198,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,083cc1d2295c6999f807d0b70868335fcd7c755b90a055d1dd39ada6682de061,
after,https://kujolang.ai/ecosystem/skills/kujo-testing-release-gates/,content/skills/052-kujo-testing-release-gates.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-testing-release-gates/,200,Kujo Testing And Release Gates — Kujo Agent Skill | Kujolang.ai,63,"Use this skill when testing Kujo scripts, examples, docs, security behavior, runtime parity, CLI contracts, or Rust implementation changes, and when preparing or reviewing release-gate readiness.",195,Kujo Testing And Release Gates,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Testing And Release Gates > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,206,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,4dff111929e81f1d551723cda3978f83e15f8e977be3f58eb9f00a911d0b48c4,
