phase,url,primary_topic,primary_entity,search_intent,primary_query_theme,secondary_queries,related_entities,relevant_questions,competing_internal_url,content_gap,recommended_action
after,https://kujolang.ai/ecosystem/workflows/webops-monthly-seo-review/,WebOps Monthly SEO Review — Kujo Workflow | Kujolang.ai,WebOps Monthly SEO Review,product discovery / learning,WebOps Monthly SEO Review,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/webops-post-publish/,WebOps Post Publish — Kujo Workflow | Kujolang.ai,WebOps Post Publish,product discovery / learning,WebOps Post Publish,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/webops-quarterly-content-portfolio/,WebOps Quarterly Content Portfolio — Kujo Workflow | Kujolang.ai,WebOps Quarterly Content Portfolio,product discovery / learning,WebOps Quarterly Content Portfolio,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/webops-site-bootstrap/,WebOps Site Bootstrap — Kujo Workflow | Kujolang.ai,WebOps Site Bootstrap,product discovery / learning,WebOps Site Bootstrap,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/webops-weekly-content-intelligence/,WebOps Weekly Content Intelligence — Kujo Workflow | Kujolang.ai,WebOps Weekly Content Intelligence,product discovery / learning,WebOps Weekly Content Intelligence,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/webops-weekly-search-intelligence/,WebOps Weekly Search Intelligence — Kujo Workflow | Kujolang.ai,WebOps Weekly Search Intelligence,product discovery / learning,WebOps Weekly Search Intelligence,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/webops-weekly-site-health/,WebOps Weekly Site Health — Kujo Workflow | Kujolang.ai,WebOps Weekly Site Health,product discovery / learning,WebOps Weekly Site Health,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ecosystem/workflows/workcell-execution-gate/,Workcell Execution Gate — Kujo Workflow | Kujolang.ai,Workcell Execution Gate,product discovery / learning,Workcell Execution Gate,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/ethos/,The Kujo Ethos | Kujolang.ai,Ethos,product discovery / learning,Ethos,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/providers/,Kujo Providers - Native AI Integrations | Kujolang.ai,Kujo Providers,product discovery / learning,Kujo Providers,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
after,https://kujolang.ai/writing/,Writing | Kujolang.ai,Writing,product discovery / learning,Writing,,Kujo,What does this tool do and what are its limits?,,Ability release coverage addressed; broader intent hypotheses require query data,Measure actual queries; preserve source-backed boundaries
