phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,https://kujolang.ai/images/skill-kujo-cms-workflows-ddc02e63ad17.webp,images/skill-kujo-cms-workflows-ddc02e63ad17.webp,Featured image for Kujo CMS,1916,821,eager,webp,24958,True,"../../../images/skill-kujo-cms-workflows-ddc02e63ad17-640.webp 640w, ../../../images/skill-kujo-cms-workflows-ddc02e63ad17-960.webp 960w, ../../../images/skill-kujo-cms-workflows-ddc02e63ad17-1280.webp 1280w, ../../../images/skill-kujo-cms-workflows-ddc02e63ad17.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,https://kujolang.ai/images/skill-kujo-concord-workflows-2fa2785cdbec.webp,images/skill-kujo-concord-workflows-2fa2785cdbec.webp,Featured image for Kujo Concord,1916,821,eager,webp,27740,True,"../../../images/skill-kujo-concord-workflows-2fa2785cdbec-640.webp 640w, ../../../images/skill-kujo-concord-workflows-2fa2785cdbec-960.webp 960w, ../../../images/skill-kujo-concord-workflows-2fa2785cdbec-1280.webp 1280w, ../../../images/skill-kujo-concord-workflows-2fa2785cdbec.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,https://kujolang.ai/images/skill-kujo-contentgraph-workflows-b532fa86793a.webp,images/skill-kujo-contentgraph-workflows-b532fa86793a.webp,Featured image for Kujo ContentGraph,1916,821,eager,webp,24112,True,"../../../images/skill-kujo-contentgraph-workflows-b532fa86793a-640.webp 640w, ../../../images/skill-kujo-contentgraph-workflows-b532fa86793a-960.webp 960w, ../../../images/skill-kujo-contentgraph-workflows-b532fa86793a-1280.webp 1280w, ../../../images/skill-kujo-contentgraph-workflows-b532fa86793a.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-core-language/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-core-language/,https://kujolang.ai/images/skill-kujo-core-language-c3c7b036acfb.webp,images/skill-kujo-core-language-c3c7b036acfb.webp,Featured image for Kujo Core Language,1916,821,eager,webp,28460,True,"../../../images/skill-kujo-core-language-c3c7b036acfb-640.webp 640w, ../../../images/skill-kujo-core-language-c3c7b036acfb-960.webp 960w, ../../../images/skill-kujo-core-language-c3c7b036acfb-1280.webp 1280w, ../../../images/skill-kujo-core-language-c3c7b036acfb.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-core-language/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,https://kujolang.ai/images/skill-kujo-cross-repo-dogfood-runner-0323cb780cd1.webp,images/skill-kujo-cross-repo-dogfood-runner-0323cb780cd1.webp,Featured image for Kujo Cross-Repo Dogfood Runner,1916,821,eager,webp,32016,True,"../../../images/skill-kujo-cross-repo-dogfood-runner-0323cb780cd1-640.webp 640w, ../../../images/skill-kujo-cross-repo-dogfood-runner-0323cb780cd1-960.webp 960w, ../../../images/skill-kujo-cross-repo-dogfood-runner-0323cb780cd1-1280.webp 1280w, ../../../images/skill-kujo-cross-repo-dogfood-runner-0323cb780cd1.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,https://kujolang.ai/images/skill-kujo-crud-api-workflows-420f1e088c56.webp,images/skill-kujo-crud-api-workflows-420f1e088c56.webp,Featured image for Kujo CRUD API,1916,821,eager,webp,24508,True,"../../../images/skill-kujo-crud-api-workflows-420f1e088c56-640.webp 640w, ../../../images/skill-kujo-crud-api-workflows-420f1e088c56-960.webp 960w, ../../../images/skill-kujo-crud-api-workflows-420f1e088c56-1280.webp 1280w, ../../../images/skill-kujo-crud-api-workflows-420f1e088c56.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,https://kujolang.ai/images/skill-kujo-dependabot-alert-triage-18d37d625b84.webp,images/skill-kujo-dependabot-alert-triage-18d37d625b84.webp,Featured image for Kujo Dependabot Alert Triage,1916,821,eager,webp,25318,True,"../../../images/skill-kujo-dependabot-alert-triage-18d37d625b84-640.webp 640w, ../../../images/skill-kujo-dependabot-alert-triage-18d37d625b84-960.webp 960w, ../../../images/skill-kujo-dependabot-alert-triage-18d37d625b84-1280.webp 1280w, ../../../images/skill-kujo-dependabot-alert-triage-18d37d625b84.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,https://kujolang.ai/images/skill-kujo-dispatch-workflows-4d03bdf4280c.webp,images/skill-kujo-dispatch-workflows-4d03bdf4280c.webp,Featured image for Kujo Dispatch,1916,821,eager,webp,23240,True,"../../../images/skill-kujo-dispatch-workflows-4d03bdf4280c-640.webp 640w, ../../../images/skill-kujo-dispatch-workflows-4d03bdf4280c-960.webp 960w, ../../../images/skill-kujo-dispatch-workflows-4d03bdf4280c-1280.webp 1280w, ../../../images/skill-kujo-dispatch-workflows-4d03bdf4280c.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,https://kujolang.ai/images/skill-kujo-docgen-agent-readable-7f16b0c9a491.webp,images/skill-kujo-docgen-agent-readable-7f16b0c9a491.webp,Featured image for Kujo DocGen And DocsGen,1916,821,eager,webp,26732,True,"../../../images/skill-kujo-docgen-agent-readable-7f16b0c9a491-640.webp 640w, ../../../images/skill-kujo-docgen-agent-readable-7f16b0c9a491-960.webp 960w, ../../../images/skill-kujo-docgen-agent-readable-7f16b0c9a491-1280.webp 1280w, ../../../images/skill-kujo-docgen-agent-readable-7f16b0c9a491.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,https://kujolang.ai/images/skill-kujo-docgen-public-docs-refresh-4294162ff41a.webp,images/skill-kujo-docgen-public-docs-refresh-4294162ff41a.webp,Featured image for Kujo DocGen Public Docs Refresh,1916,821,eager,webp,25918,True,"../../../images/skill-kujo-docgen-public-docs-refresh-4294162ff41a-640.webp 640w, ../../../images/skill-kujo-docgen-public-docs-refresh-4294162ff41a-960.webp 960w, ../../../images/skill-kujo-docgen-public-docs-refresh-4294162ff41a-1280.webp 1280w, ../../../images/skill-kujo-docgen-public-docs-refresh-4294162ff41a.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,https://kujolang.ai/images/skill-kujo-docs-drift-auditor-407c50b55219.webp,images/skill-kujo-docs-drift-auditor-407c50b55219.webp,Featured image for Kujo Docs Drift Auditor,1916,821,eager,webp,20392,True,"../../../images/skill-kujo-docs-drift-auditor-407c50b55219-640.webp 640w, ../../../images/skill-kujo-docs-drift-auditor-407c50b55219-960.webp 960w, ../../../images/skill-kujo-docs-drift-auditor-407c50b55219-1280.webp 1280w, ../../../images/skill-kujo-docs-drift-auditor-407c50b55219.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dossier-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dossier-workflows/,https://kujolang.ai/images/skill-kujo-dossier-workflows-111be36d7816.webp,images/skill-kujo-dossier-workflows-111be36d7816.webp,Featured image for Kujo Dossier,1916,821,eager,webp,33994,True,"../../../images/skill-kujo-dossier-workflows-111be36d7816-640.webp 640w, ../../../images/skill-kujo-dossier-workflows-111be36d7816-960.webp 960w, ../../../images/skill-kujo-dossier-workflows-111be36d7816-1280.webp 1280w, ../../../images/skill-kujo-dossier-workflows-111be36d7816.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-dossier-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-ecosystem-launch/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-ecosystem-launch/,https://kujolang.ai/images/skill-kujo-ecosystem-launch-18a699534113.webp,images/skill-kujo-ecosystem-launch-18a699534113.webp,Featured image for Kujo Ecosystem Launch,1916,821,eager,webp,27648,True,"../../../images/skill-kujo-ecosystem-launch-18a699534113-640.webp 640w, ../../../images/skill-kujo-ecosystem-launch-18a699534113-960.webp 960w, ../../../images/skill-kujo-ecosystem-launch-18a699534113-1280.webp 1280w, ../../../images/skill-kujo-ecosystem-launch-18a699534113.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-ecosystem-launch/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,https://kujolang.ai/images/skill-kujo-enterprise-automation-194717ac5c38.webp,images/skill-kujo-enterprise-automation-194717ac5c38.webp,Featured image for Kujo Enterprise Automation,1916,821,eager,webp,27350,True,"../../../images/skill-kujo-enterprise-automation-194717ac5c38-640.webp 640w, ../../../images/skill-kujo-enterprise-automation-194717ac5c38-960.webp 960w, ../../../images/skill-kujo-enterprise-automation-194717ac5c38-1280.webp 1280w, ../../../images/skill-kujo-enterprise-automation-194717ac5c38.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,https://kujolang.ai/images/skill-kujo-eval-workflows-98eb277b4624.webp,images/skill-kujo-eval-workflows-98eb277b4624.webp,Featured image for Kujo Eval,1916,821,eager,webp,25612,True,"../../../images/skill-kujo-eval-workflows-98eb277b4624-640.webp 640w, ../../../images/skill-kujo-eval-workflows-98eb277b4624-960.webp 960w, ../../../images/skill-kujo-eval-workflows-98eb277b4624-1280.webp 1280w, ../../../images/skill-kujo-eval-workflows-98eb277b4624.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,https://kujolang.ai/images/skill-kujo-fence-workflows-c196f4f1467c.webp,images/skill-kujo-fence-workflows-c196f4f1467c.webp,Featured image for Kujo Fence,1916,821,eager,webp,31250,True,"../../../images/skill-kujo-fence-workflows-c196f4f1467c-640.webp 640w, ../../../images/skill-kujo-fence-workflows-c196f4f1467c-960.webp 960w, ../../../images/skill-kujo-fence-workflows-c196f4f1467c-1280.webp 1280w, ../../../images/skill-kujo-fence-workflows-c196f4f1467c.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-galleypack-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-galleypack-workflows/,https://kujolang.ai/images/skill-kujo-galleypack-workflows-f8a6449baad9.webp,images/skill-kujo-galleypack-workflows-f8a6449baad9.webp,Featured image for Kujo GalleyPack,1916,821,eager,webp,23132,True,"../../../images/skill-kujo-galleypack-workflows-f8a6449baad9-640.webp 640w, ../../../images/skill-kujo-galleypack-workflows-f8a6449baad9-960.webp 960w, ../../../images/skill-kujo-galleypack-workflows-f8a6449baad9-1280.webp 1280w, ../../../images/skill-kujo-galleypack-workflows-f8a6449baad9.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-galleypack-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,https://kujolang.ai/images/skill-kujo-howl-workflows-e61afe30a393.webp,images/skill-kujo-howl-workflows-e61afe30a393.webp,Featured image for Kujo Howl,1916,821,eager,webp,26486,True,"../../../images/skill-kujo-howl-workflows-e61afe30a393-640.webp 640w, ../../../images/skill-kujo-howl-workflows-e61afe30a393-960.webp 960w, ../../../images/skill-kujo-howl-workflows-e61afe30a393-1280.webp 1280w, ../../../images/skill-kujo-howl-workflows-e61afe30a393.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,https://kujolang.ai/images/skill-kujo-kennel-workflows-c4fd83b2f4b3.webp,images/skill-kujo-kennel-workflows-c4fd83b2f4b3.webp,Featured image for Kujo Kennel,1916,821,eager,webp,32230,True,"../../../images/skill-kujo-kennel-workflows-c4fd83b2f4b3-640.webp 640w, ../../../images/skill-kujo-kennel-workflows-c4fd83b2f4b3-960.webp 960w, ../../../images/skill-kujo-kennel-workflows-c4fd83b2f4b3-1280.webp 1280w, ../../../images/skill-kujo-kennel-workflows-c4fd83b2f4b3.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,https://kujolang.ai/images/skill-kujo-language-implementation-2003289641ca.webp,images/skill-kujo-language-implementation-2003289641ca.webp,Featured image for Kujo Language Implementation,1916,821,eager,webp,23764,True,"../../../images/skill-kujo-language-implementation-2003289641ca-640.webp 640w, ../../../images/skill-kujo-language-implementation-2003289641ca-960.webp 960w, ../../../images/skill-kujo-language-implementation-2003289641ca-1280.webp 1280w, ../../../images/skill-kujo-language-implementation-2003289641ca.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,https://kujolang.ai/images/skill-kujo-lens-workflows-5e6395fa359a.webp,images/skill-kujo-lens-workflows-5e6395fa359a.webp,Featured image for Kujo Lens,1916,821,eager,webp,27952,True,"../../../images/skill-kujo-lens-workflows-5e6395fa359a-640.webp 640w, ../../../images/skill-kujo-lens-workflows-5e6395fa359a-960.webp 960w, ../../../images/skill-kujo-lens-workflows-5e6395fa359a-1280.webp 1280w, ../../../images/skill-kujo-lens-workflows-5e6395fa359a.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,https://kujolang.ai/images/skill-kujo-loop-engineering-workflows-228f92921e21.webp,images/skill-kujo-loop-engineering-workflows-228f92921e21.webp,Featured image for Kujo Loop Engineering,1916,821,eager,webp,20220,True,"../../../images/skill-kujo-loop-engineering-workflows-228f92921e21-640.webp 640w, ../../../images/skill-kujo-loop-engineering-workflows-228f92921e21-960.webp 960w, ../../../images/skill-kujo-loop-engineering-workflows-228f92921e21-1280.webp 1280w, ../../../images/skill-kujo-loop-engineering-workflows-228f92921e21.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,https://kujolang.ai/images/skill-kujo-maintainer-review-c80c8f004066.webp,images/skill-kujo-maintainer-review-c80c8f004066.webp,Featured image for Kujo Maintainer Review,1916,821,eager,webp,21124,True,"../../../images/skill-kujo-maintainer-review-c80c8f004066-640.webp 640w, ../../../images/skill-kujo-maintainer-review-c80c8f004066-960.webp 960w, ../../../images/skill-kujo-maintainer-review-c80c8f004066-1280.webp 1280w, ../../../images/skill-kujo-maintainer-review-c80c8f004066.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,https://kujolang.ai/images/skill-kujo-mcp-workflows-f5b58503ab16.webp,images/skill-kujo-mcp-workflows-f5b58503ab16.webp,Featured image for Kujo MCP,1916,821,eager,webp,29196,True,"../../../images/skill-kujo-mcp-workflows-f5b58503ab16-640.webp 640w, ../../../images/skill-kujo-mcp-workflows-f5b58503ab16-960.webp 960w, ../../../images/skill-kujo-mcp-workflows-f5b58503ab16-1280.webp 1280w, ../../../images/skill-kujo-mcp-workflows-f5b58503ab16.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-mcp-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,https://kujolang.ai/images/skill-kujo-muzzle-workflows-e41eed9fcf5f.webp,images/skill-kujo-muzzle-workflows-e41eed9fcf5f.webp,Featured image for Kujo Muzzle,1916,821,eager,webp,24966,True,"../../../images/skill-kujo-muzzle-workflows-e41eed9fcf5f-640.webp 640w, ../../../images/skill-kujo-muzzle-workflows-e41eed9fcf5f-960.webp 960w, ../../../images/skill-kujo-muzzle-workflows-e41eed9fcf5f-1280.webp 1280w, ../../../images/skill-kujo-muzzle-workflows-e41eed9fcf5f.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-muzzle-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/kujo-packwrite-workflows/,https://kujolang.ai/images/skill-kujo-packwrite-workflows-82c1203c3c82.webp,images/skill-kujo-packwrite-workflows-82c1203c3c82.webp,Featured image for Kujo PackWrite,1916,821,eager,webp,23514,True,"../../../images/skill-kujo-packwrite-workflows-82c1203c3c82-640.webp 640w, ../../../images/skill-kujo-packwrite-workflows-82c1203c3c82-960.webp 960w, ../../../images/skill-kujo-packwrite-workflows-82c1203c3c82-1280.webp 1280w, ../../../images/skill-kujo-packwrite-workflows-82c1203c3c82.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
